CUSTID,COLLEGE,INCOME,OVERAGE,LEFTOVER,HOUSE,HANDSET_PRICE,OVER_15MINS_CALLS_PER_MONTH,AVERAGE_CALL_DURATION,REPORTED_SATISFACTION,REPORTED_USAGE_LEVEL,CONSIDERING_CHANGE_OF_PLAN,LEAVE
17466,zero,37642,244,26,462917,758,22,1,very_unsat,very_high,considering,LEAVE
17467,one,69628,186,89,489644,348,29,1,very_sat,very_high,no,LEAVE
17468,zero,52336,0,0,423367,259,1,13,very_sat,high,actively_looking_into_it,LEAVE
17471,zero,24353,192,68,820438,175,20,2,very_unsat,very_high,considering,STAY
17473,zero,140911,70,18,799964,701,3,6,very_unsat,very_high,no,STAY
17474,zero,37840,0,23,704345,226,1,6,very_unsat,very_high,considering,STAY
17475,zero,84402,182,11,190650,202,13,6,unsat,little,actively_looking_into_it,LEAVE
17476,one,47953,0,62,507639,229,1,6,very_sat,little,actively_looking_into_it,LEAVE
17477,zero,39028,0,35,834824,159,3,2,very_unsat,very_high,no,STAY
17478,one,128436,56,0,247580,655,3,10,unsat,little,no,LEAVE
17479,one,49684,0,44,714153,236,1,1,unsat,high,perhaps,LEAVE
17480,one,49368,0,0,934802,161,0,9,very_unsat,avg,no,STAY
17481,zero,90929,0,0,465893,372,1,15,very_sat,little,no,LEAVE
17482,zero,45111,75,71,154296,168,4,2,avg,very_little,considering,LEAVE
17483,one,141947,212,35,692136,562,27,2,very_unsat,little,actively_looking_into_it,LEAVE
17484,zero,58768,194,8,429992,356,15,6,very_unsat,little,considering,LEAVE
17486,one,37062,57,22,744533,152,3,4,very_sat,avg,never_thought,STAY
17487,one,38109,232,16,182284,131,12,5,very_unsat,very_little,considering,LEAVE
17490,one,73972,57,41,832454,258,3,1,very_unsat,high,no,STAY
17491,zero,59699,0,11,183915,261,0,4,very_unsat,very_high,considering,STAY
17494,zero,150905,0,0,229731,713,0,13,very_sat,little,considering,STAY
17495,one,35834,0,81,562106,215,3,1,avg,very_high,no,LEAVE
17497,one,33119,0,40,808835,138,1,1,very_unsat,very_little,actively_looking_into_it,STAY
17498,zero,70053,0,41,177621,355,1,2,very_unsat,very_little,considering,LEAVE
17499,zero,130630,86,37,512396,474,3,1,very_sat,little,perhaps,STAY
17500,one,39492,176,23,916811,188,22,4,very_unsat,little,no,LEAVE
17502,one,132117,197,0,243244,728,1,10,very_sat,very_high,considering,LEAVE
17503,zero,102233,0,0,236659,603,1,14,avg,little,considering,STAY
17504,zero,114998,242,0,428333,785,21,9,very_unsat,high,actively_looking_into_it,LEAVE
17506,one,138458,0,0,177789,893,1,10,very_unsat,very_high,no,STAY
17509,zero,143370,0,66,620997,686,0,12,avg,very_little,never_thought,STAY
17510,one,81815,0,27,500613,300,1,1,very_sat,avg,never_thought,LEAVE
17511,one,78718,138,63,643655,753,13,1,very_unsat,little,considering,STAY
17512,one,96566,215,0,661845,289,17,11,very_unsat,very_little,actively_looking_into_it,STAY
17513,zero,48575,0,19,431224,169,1,6,unsat,very_little,considering,STAY
17517,one,58805,92,89,193722,398,3,2,sat,little,actively_looking_into_it,LEAVE
17519,zero,29752,45,8,854047,160,4,2,very_sat,very_little,considering,STAY
17520,zero,100757,83,47,526891,500,4,1,very_unsat,little,considering,LEAVE
17523,zero,112076,193,0,231384,510,28,2,very_unsat,very_high,considering,LEAVE
17525,one,47807,50,0,388533,212,5,14,very_unsat,little,actively_looking_into_it,LEAVE
17526,one,136084,70,0,398179,876,4,11,very_unsat,avg,considering,STAY
17527,one,59661,44,21,800520,304,5,6,very_sat,very_high,considering,STAY
17529,zero,82366,52,0,287934,246,3,2,avg,very_little,considering,STAY
17530,one,138751,0,17,572035,455,0,4,very_unsat,little,actively_looking_into_it,STAY
17531,zero,158576,228,0,161799,585,27,10,very_unsat,little,considering,LEAVE
17532,one,141257,0,81,943156,773,1,1,unsat,very_high,considering,STAY
17533,one,97785,0,62,789060,160,0,2,sat,very_little,considering,STAY
17534,one,102092,62,8,538516,416,4,6,unsat,very_high,considering,LEAVE
17536,zero,112222,51,25,521927,767,3,1,very_unsat,little,never_thought,LEAVE
17537,one,37128,0,43,271168,859,0,2,very_unsat,very_high,no,STAY
17538,zero,43846,205,0,295838,190,22,9,sat,high,considering,LEAVE
17539,one,22413,47,0,168480,155,5,6,very_unsat,avg,no,STAY
17542,one,97691,260,0,570791,268,18,13,very_unsat,high,no,LEAVE
17543,zero,135573,0,16,330668,653,1,6,unsat,little,actively_looking_into_it,STAY
17544,one,25161,59,0,478153,142,5,9,very_unsat,little,considering,STAY
17545,zero,141271,178,42,543954,661,18,2,very_unsat,little,no,LEAVE
17546,one,104366,154,8,632238,534,11,4,very_sat,little,considering,LEAVE
17547,one,122538,62,0,659401,675,5,8,very_unsat,very_high,no,LEAVE
17548,one,62534,0,81,408647,399,1,2,avg,little,considering,LEAVE
17550,zero,56559,262,0,221197,310,19,13,very_unsat,little,considering,LEAVE
17551,zero,69204,0,18,293327,292,1,2,very_sat,little,actively_looking_into_it,STAY
17552,one,48811,0,0,218693,134,1,9,avg,little,never_thought,STAY
17555,one,95898,0,52,872965,343,1,2,very_sat,little,actively_looking_into_it,STAY
17556,one,81504,43,62,228975,264,3,2,avg,very_high,considering,LEAVE
17559,one,137598,0,20,321452,619,1,6,unsat,very_little,never_thought,STAY
17560,zero,139729,145,74,235547,763,13,2,avg,very_high,considering,STAY
17562,one,82591,72,71,635498,261,5,2,very_unsat,little,considering,STAY
17565,one,42893,53,88,297674,168,5,1,very_sat,very_high,actively_looking_into_it,LEAVE
17566,zero,49235,67,0,857400,206,4,15,very_unsat,high,no,STAY
17567,one,145049,0,23,736075,777,0,4,sat,little,considering,STAY
17568,one,81180,128,24,276630,254,0,5,unsat,very_little,actively_looking_into_it,LEAVE
17569,zero,74436,0,75,699935,270,3,15,very_unsat,high,considering,STAY
17570,zero,129791,214,47,231810,575,17,1,unsat,avg,considering,STAY
17571,one,136505,76,0,456080,658,1,13,avg,little,actively_looking_into_it,LEAVE
17572,one,31749,51,0,388298,220,3,2,very_sat,very_high,no,LEAVE
17573,one,130594,0,70,648209,561,1,4,very_sat,very_high,considering,STAY
17577,zero,111208,47,18,179702,624,5,6,very_unsat,very_high,considering,STAY
17578,one,91409,73,0,468270,355,3,11,very_unsat,little,considering,LEAVE
17581,one,132555,265,39,186626,432,28,1,very_unsat,little,actively_looking_into_it,LEAVE
17587,zero,96562,74,8,287539,872,4,5,very_unsat,high,actively_looking_into_it,LEAVE
17590,zero,135704,212,75,310658,226,22,1,very_unsat,very_little,considering,LEAVE
17592,zero,107604,0,0,189452,731,1,15,sat,little,considering,LEAVE
17593,one,36108,0,47,623316,183,0,2,unsat,little,considering,STAY
17595,zero,20157,54,0,191173,195,3,13,very_sat,very_little,no,LEAVE
17596,one,69697,46,0,199581,311,5,13,unsat,very_little,actively_looking_into_it,STAY
17597,zero,49759,0,23,277038,131,1,6,unsat,high,considering,STAY
17598,zero,96567,0,88,187751,372,0,2,very_sat,very_high,considering,LEAVE
17599,zero,51662,0,0,769965,307,1,11,very_unsat,avg,actively_looking_into_it,LEAVE
17600,zero,23417,192,59,589654,189,14,8,unsat,little,perhaps,LEAVE
17602,one,51014,226,83,171754,388,26,1,very_unsat,very_high,considering,LEAVE
17603,zero,30271,70,0,401896,167,5,14,avg,little,no,LEAVE
17604,one,83368,0,55,934684,301,1,5,very_unsat,little,actively_looking_into_it,LEAVE
17605,one,141097,48,18,690350,282,5,4,unsat,high,considering,STAY
17606,zero,60773,191,11,950961,362,29,4,very_unsat,little,no,STAY
17607,one,46768,186,0,202094,130,27,9,very_unsat,avg,actively_looking_into_it,LEAVE
17608,one,78822,0,22,249557,216,0,6,very_sat,very_little,actively_looking_into_it,STAY
17609,zero,23143,0,0,175712,221,0,14,unsat,little,actively_looking_into_it,LEAVE
17610,one,81216,209,0,617016,333,18,11,avg,little,no,STAY
17611,one,28441,47,0,928975,147,5,11,avg,little,no,STAY
17612,zero,113500,0,13,550957,760,1,6,very_unsat,very_little,never_thought,STAY
17613,one,87400,80,28,292975,305,4,6,unsat,very_little,no,LEAVE
17614,one,51494,169,42,180517,345,15,2,unsat,very_high,considering,LEAVE
17616,zero,146279,209,87,182895,874,11,2,very_sat,avg,no,LEAVE
17618,zero,34229,182,13,180833,155,5,5,very_unsat,very_high,actively_looking_into_it,LEAVE
17620,zero,53667,37,34,310740,327,4,1,unsat,very_high,considering,LEAVE
17621,zero,80845,53,0,165902,282,4,9,sat,little,no,LEAVE
17622,zero,68747,0,0,264230,380,1,12,very_unsat,little,considering,STAY
17623,zero,103546,0,11,693032,279,1,5,unsat,very_little,perhaps,STAY
17624,zero,110636,193,19,269118,765,14,6,very_unsat,very_high,no,STAY
17625,zero,112977,198,0,636939,829,24,9,unsat,little,actively_looking_into_it,STAY
17626,one,23999,70,88,491960,212,3,1,very_sat,little,considering,LEAVE
17627,one,33638,0,25,816417,161,0,2,very_unsat,little,considering,STAY
17629,one,125423,0,0,204950,708,1,10,unsat,little,never_thought,STAY
17630,zero,135621,0,0,161445,621,1,11,very_unsat,little,never_thought,STAY
17634,one,64203,209,46,152102,340,14,2,very_sat,very_high,considering,STAY
17636,one,73456,0,54,644579,386,1,2,very_unsat,very_high,considering,STAY
17637,one,155013,49,37,531475,748,4,5,very_sat,little,no,LEAVE
17638,one,152277,52,64,579748,528,1,2,very_sat,very_high,no,LEAVE
17640,one,43806,194,0,667913,232,11,13,very_unsat,very_little,considering,STAY
17642,zero,68321,0,0,218571,256,0,8,very_unsat,avg,never_thought,STAY
17643,one,53913,86,9,987293,313,4,4,very_unsat,very_little,no,STAY
17644,zero,95956,183,18,750582,347,29,6,very_sat,very_high,considering,LEAVE
17646,one,83235,0,77,748351,144,0,1,very_unsat,little,actively_looking_into_it,STAY
17648,one,101572,206,47,739198,614,10,1,very_sat,very_high,considering,LEAVE
17649,zero,49455,0,0,867801,190,0,11,very_unsat,very_high,considering,STAY
17650,zero,33433,47,5,787576,159,3,6,unsat,very_high,considering,STAY
17651,one,131042,57,8,636251,597,3,6,sat,very_high,considering,STAY
17653,zero,33948,0,74,400934,546,4,2,very_unsat,little,actively_looking_into_it,LEAVE
17655,one,55130,219,67,587678,386,16,2,avg,little,considering,LEAVE
17656,one,109031,68,73,525066,820,4,1,very_unsat,little,actively_looking_into_it,STAY
17657,zero,115909,66,0,516207,696,3,14,very_unsat,little,no,LEAVE
17658,zero,38670,41,11,313403,230,4,4,avg,little,actively_looking_into_it,STAY
17663,zero,76419,0,0,751937,340,0,10,very_unsat,little,never_thought,STAY
17665,one,21852,57,21,972589,160,3,6,very_unsat,very_high,no,STAY
17667,zero,23443,189,0,983604,245,29,1,unsat,little,actively_looking_into_it,STAY
17668,one,87666,68,0,254359,279,17,9,very_unsat,little,considering,STAY
17669,zero,27471,142,45,244090,216,13,1,unsat,very_high,considering,STAY
17671,zero,122461,65,69,804611,424,5,1,very_unsat,little,considering,STAY
17672,one,48377,60,11,239012,215,1,6,very_unsat,very_high,considering,LEAVE
17673,zero,119288,192,49,858584,661,12,10,very_sat,high,no,LEAVE
17674,zero,133501,218,0,152560,487,29,13,very_sat,very_high,actively_looking_into_it,LEAVE
17675,zero,55850,218,0,181980,395,20,10,very_sat,very_high,actively_looking_into_it,LEAVE
17676,zero,36384,180,0,456679,192,14,14,very_unsat,little,actively_looking_into_it,STAY
17678,one,52630,0,9,428225,255,1,5,sat,very_high,actively_looking_into_it,STAY
17679,one,155914,55,72,329826,589,5,5,very_unsat,little,considering,STAY
17681,zero,138582,204,60,397817,742,23,2,unsat,little,actively_looking_into_it,LEAVE
17682,zero,76954,65,86,839060,266,3,2,very_sat,very_high,considering,STAY
17683,one,144902,42,22,209583,622,5,6,very_unsat,very_high,no,LEAVE
17684,zero,95127,0,74,687664,253,0,1,very_sat,very_high,perhaps,STAY
17685,one,93752,42,47,532875,260,4,2,very_unsat,very_little,no,LEAVE
17686,one,39974,0,0,297283,466,1,14,very_sat,little,considering,STAY
17687,one,112798,179,40,824972,735,11,1,very_unsat,very_little,actively_looking_into_it,LEAVE
17688,one,136274,210,85,264855,792,25,2,very_unsat,little,considering,LEAVE
17689,one,56164,62,0,706541,158,3,14,unsat,little,considering,STAY
17690,zero,34728,0,0,280973,159,0,8,very_unsat,avg,actively_looking_into_it,LEAVE
17691,zero,62619,80,54,831076,291,3,2,unsat,very_high,actively_looking_into_it,STAY
17692,zero,152638,0,0,248317,447,1,12,very_unsat,very_little,considering,LEAVE
17693,zero,45019,158,20,430593,185,25,11,very_sat,very_high,considering,LEAVE
17695,one,103152,0,39,521380,535,0,2,very_sat,very_high,never_thought,LEAVE
17697,one,92837,0,86,832950,353,0,1,very_unsat,very_high,no,LEAVE
17699,one,118049,63,12,774431,286,5,6,unsat,little,never_thought,STAY
17702,zero,29679,53,58,289246,222,5,1,very_unsat,very_high,considering,LEAVE
17704,one,64826,41,0,438096,329,5,10,very_unsat,high,no,STAY
17706,zero,133465,0,7,891267,754,0,4,very_unsat,very_little,never_thought,STAY
17708,one,119591,0,43,231309,714,1,1,very_sat,little,considering,STAY
17709,one,97253,142,17,192469,338,22,6,very_unsat,very_little,never_thought,STAY
17710,zero,47607,40,0,900027,143,5,11,avg,very_high,never_thought,STAY
17711,zero,58166,0,50,667666,308,0,2,very_sat,very_high,no,STAY
17712,one,113439,54,55,353923,780,3,1,very_sat,very_little,considering,STAY
17713,zero,31188,0,0,436251,180,1,13,very_unsat,very_little,considering,LEAVE
17715,one,142463,0,19,327040,409,0,5,very_unsat,little,no,STAY
17716,zero,80416,0,0,969569,278,0,10,very_unsat,little,considering,STAY
17717,one,48380,119,0,370402,212,14,4,unsat,little,actively_looking_into_it,LEAVE
17718,zero,40528,0,75,640360,247,0,1,very_unsat,very_high,no,STAY
17720,zero,60822,188,65,752009,372,16,1,very_unsat,little,no,STAY
17721,one,37910,0,0,410690,178,1,9,very_unsat,very_little,considering,LEAVE
17722,zero,37374,45,69,215961,147,4,2,avg,little,actively_looking_into_it,LEAVE
17723,one,151426,0,58,660803,538,0,1,very_unsat,very_high,never_thought,LEAVE
17724,zero,46503,191,0,294189,134,26,15,avg,very_high,no,LEAVE
17726,one,102649,0,7,665570,747,0,9,very_unsat,very_high,considering,STAY
17728,zero,32555,62,14,189634,160,4,6,unsat,very_little,considering,LEAVE
17729,zero,143810,139,12,271382,745,29,6,very_sat,little,no,LEAVE
17730,one,47243,0,14,948413,135,3,6,very_sat,little,considering,STAY
17731,one,64490,0,0,559601,371,1,13,very_unsat,very_high,never_thought,STAY
17733,zero,38849,207,28,807341,131,25,2,very_sat,very_high,no,STAY
17734,one,44605,55,0,850640,245,5,12,unsat,little,considering,STAY
17735,zero,124692,212,0,859885,726,14,9,very_unsat,very_high,no,STAY
17736,one,46529,211,88,451147,243,27,2,very_sat,little,never_thought,LEAVE
17738,one,86156,55,67,691492,331,4,1,very_unsat,high,never_thought,STAY
17740,one,143395,0,8,378386,505,0,5,very_unsat,high,considering,STAY
17742,one,31199,0,8,162840,198,1,5,unsat,little,no,STAY
17743,zero,121185,0,0,431625,890,1,11,unsat,little,actively_looking_into_it,LEAVE
17745,one,81391,0,23,260988,334,0,4,very_unsat,little,considering,STAY
17746,zero,21102,0,0,154055,160,1,11,very_unsat,little,actively_looking_into_it,STAY
17747,one,140834,202,23,509121,455,1,5,very_sat,high,no,STAY
17748,zero,22617,65,0,620940,216,3,15,avg,very_high,actively_looking_into_it,STAY
17749,zero,24267,59,28,219090,202,5,2,unsat,high,considering,LEAVE
17750,zero,102600,0,14,864192,670,0,4,very_unsat,avg,actively_looking_into_it,STAY
17751,zero,67177,0,17,346790,291,1,6,very_sat,high,no,STAY
17753,zero,42091,189,16,246983,216,10,4,very_unsat,little,considering,LEAVE
17754,one,71240,0,73,498590,394,1,1,unsat,very_little,no,LEAVE
17755,zero,89356,0,0,225223,309,18,8,unsat,very_little,no,LEAVE
17758,zero,42894,243,46,363920,238,0,1,very_sat,little,actively_looking_into_it,LEAVE
17759,zero,25682,192,16,266698,138,18,11,unsat,very_little,no,LEAVE
17760,zero,34184,49,0,623312,141,5,13,very_sat,very_high,considering,STAY
17761,zero,30700,0,45,594903,139,1,2,unsat,little,considering,LEAVE
17763,one,106043,0,29,604950,579,1,2,very_sat,very_high,actively_looking_into_it,STAY
17766,zero,109219,0,23,247843,761,0,6,very_sat,very_little,actively_looking_into_it,LEAVE
17767,one,107674,159,11,892155,746,28,5,avg,little,actively_looking_into_it,LEAVE
17768,one,21070,0,23,220329,133,1,4,very_unsat,very_high,considering,STAY
17769,zero,144197,187,0,199251,300,19,13,very_unsat,little,considering,LEAVE
17770,zero,68038,139,0,959112,292,3,8,unsat,very_high,actively_looking_into_it,STAY
17772,one,41089,63,0,558796,204,5,9,very_sat,little,considering,LEAVE
17773,one,143856,182,23,161091,694,4,6,unsat,very_little,no,LEAVE
17774,one,129339,0,27,445310,897,5,2,unsat,little,no,STAY
17775,one,93137,41,11,266170,327,4,4,very_unsat,little,actively_looking_into_it,STAY
17776,one,47594,234,22,611637,143,12,5,very_unsat,very_high,never_thought,LEAVE
17777,zero,139327,184,0,763693,841,29,15,unsat,very_high,actively_looking_into_it,LEAVE
17779,zero,28835,65,0,252117,197,3,8,unsat,very_little,actively_looking_into_it,STAY
17780,one,66654,0,7,254309,376,0,5,sat,very_high,no,STAY
17782,zero,33479,56,7,429199,142,4,5,very_sat,very_little,no,LEAVE
17784,one,49885,61,62,876891,197,5,10,very_sat,very_little,no,STAY
17785,zero,94901,51,0,340507,329,4,14,avg,little,actively_looking_into_it,STAY
17786,zero,66125,133,0,936412,394,13,9,very_sat,little,no,STAY
17787,one,38428,0,32,407502,185,1,1,very_sat,little,never_thought,LEAVE
17789,one,86943,72,11,560375,249,4,2,very_sat,avg,no,STAY
17790,zero,119700,217,11,890703,817,26,6,very_sat,very_little,considering,LEAVE
17792,one,33327,51,7,269628,175,3,4,very_unsat,very_high,considering,STAY
17794,one,118563,0,48,971164,739,1,2,very_sat,little,considering,STAY
17795,one,144487,42,20,889332,515,4,4,very_unsat,very_high,considering,LEAVE
17796,one,60492,150,66,860932,308,1,2,very_unsat,high,no,STAY
17797,one,97633,66,18,957673,391,3,2,unsat,little,no,STAY
17799,zero,91237,251,7,254549,268,11,5,very_sat,very_high,actively_looking_into_it,LEAVE
17800,one,43518,0,77,150985,181,0,10,very_unsat,very_little,considering,STAY
17801,zero,71727,229,18,804618,277,10,4,very_sat,little,perhaps,STAY
17802,one,108022,195,82,796614,744,21,1,very_sat,very_little,actively_looking_into_it,LEAVE
17803,zero,139779,0,24,474522,436,1,6,very_unsat,little,actively_looking_into_it,STAY
17804,one,91373,0,0,448814,314,0,8,sat,very_high,actively_looking_into_it,STAY
17805,one,35327,39,0,678806,148,3,12,very_sat,very_little,no,LEAVE
17806,one,107564,0,0,321753,689,1,1,very_unsat,avg,considering,LEAVE
17807,zero,57709,0,0,344547,290,1,8,very_unsat,avg,considering,LEAVE
17809,zero,72048,224,7,429682,195,17,4,sat,little,considering,LEAVE
17811,zero,56468,0,0,486780,376,1,4,unsat,little,considering,LEAVE
17812,zero,57718,0,80,248524,894,0,2,very_unsat,very_high,considering,LEAVE
17813,one,63460,71,0,560065,376,4,14,sat,little,no,STAY
17814,one,132990,62,32,376081,718,3,2,very_unsat,very_little,considering,STAY
17815,one,39870,68,9,450392,168,0,6,avg,very_little,considering,LEAVE
17816,zero,157971,48,0,825984,411,3,12,very_sat,very_little,actively_looking_into_it,STAY
17817,zero,33226,0,0,159390,222,0,11,very_sat,little,actively_looking_into_it,STAY
17818,one,78428,123,0,473905,363,13,9,very_unsat,very_high,never_thought,STAY
